집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"2023-07-01","190 ","동서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",60461,1462,1618,1129,1183,2140,67993
"2023-07-01","102 ","동수원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2407,33,53,20,8,21,2542
"2023-07-01","102 ","동수원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",37281,315,851,86,124,1512,40169
"2023-07-01","102 ","동수원","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2412,44,66,17,0,335,2874
"2023-07-01","102 ","동수원","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",33960,286,736,78,95,1477,36632
"2023-07-01","171 ","마성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",681,9,15,4,0,1,710
"2023-07-01","171 ","마성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9671,62,214,71,8,363,10389
"2023-07-01","171 ","마성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1051,11,37,9,3,100,1211
"2023-07-01","171 ","마성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",13496,110,259,82,43,476,14466
"2023-07-01","281 ","매송","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",846,16,28,13,4,6,913
"2023-07-01","281 ","매송","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10269,104,118,47,156,495,11189
"2023-07-01","281 ","매송","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",756,17,31,15,6,93,918
"2023-07-01","281 ","매송","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9290,127,120,43,138,422,10140
"2023-07-01","283 ","발안","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",802,22,77,34,17,14,966
"2023-07-01","283 ","발안","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8435,186,104,95,272,390,9482
"2023-07-01","283 ","발안","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",714,17,60,51,24,97,963
"2023-07-01","283 ","발안","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7561,180,104,103,289,353,8590
"2023-07-01","213 ","부곡","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",388,12,35,40,13,6,494
"2023-07-01","213 ","부곡","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",5986,169,78,113,265,315,6926
"2023-07-01","213 ","부곡","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",324,13,21,23,14,58,453
"2023-07-01","213 ","부곡","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",5264,112,46,62,307,304,6095
"2023-07-01","212 ","북수원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1574,28,63,29,11,11,1716
"2023-07-01","212 ","북수원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",22380,292,478,147,208,917,24422
"2023-07-01","212 ","북수원","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1325,26,55,51,12,152,1621
"2023-07-01","212 ","북수원","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",16993,249,403,161,222,695,18723
"2023-07-01","282 ","비봉","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",933,21,64,30,31,13,1092
"2023-07-01","282 ","비봉","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9930,185,136,125,609,450,11435
"2023-07-01","282 ","비봉","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",843,17,63,52,15,93,1083
"2023-07-01","282 ","비봉","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9299,170,139,124,648,413,10793
"2023-07-01","253 ","서서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",6887,101,339,230,49,63,7669
"2023-07-01","253 ","서서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",91586,1159,881,840,1561,3860,99887
"2023-07-01","253 ","서서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",6967,109,274,323,72,796,8541
"2023-07-01","253 ","서서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",81729,1246,850,1184,1910,3567,90486
"2023-07-01","255 ","서안산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2250,44,113,70,21,36,2534
"2023-07-01","255 ","서안산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",27583,576,240,352,486,1229,30466
"2023-07-01","255 ","서안산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2016,49,144,78,20,285,2592
"2023-07-01","255 ","서안산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",26390,575,246,452,550,1377,29590
"2023-07-01","542 ","서안성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1193,33,111,161,26,5,1529
"2023-07-01","542 ","서안성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",12284,195,379,770,461,511,14600
"2023-07-01","542 ","서안성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",923,12,193,151,26,128,1433
"2023-07-01","542 ","서안성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9609,221,343,704,504,390,11771
"2023-07-01","101 ","서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",8231,132,261,143,41,59,8867
"2023-07-01","101 ","서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",88110,1511,7172,1036,535,3015,101379
"2023-07-01","101 ","서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",7533,188,192,255,46,724,8938
"2023-07-01","101 ","서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",84439,1812,7294,1384,759,3092,98780
"2023-07-01","194 ","서이천","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",587,27,75,56,18,2,765
"2023-07-01","194 ","서이천","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6609,563,329,355,279,274,8409
"2023-07-01","194 ","서이천","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",619,48,101,67,10,79,924
"2023-07-01","194 ","서이천","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8115,709,381,377,193,354,10129
"2023-07-01","285 ","서평택","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",976,30,118,109,58,7,1298
"2023-07-01","285 ","서평택","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8972,177,307,498,1443,431,11828
"2023-07-01","285 ","서평택","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",897,32,133,110,59,128,1359
"2023-07-01","285 ","서평택","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7008,160,265,475,1198,379,9485
"2023-07-01","061 ","성남","0","입구","1","TCS","00","한국도로공사","1","개방식",5892,140,269,134,32,673,7140
"2023-07-01","061 ","성남","0","입구","2","hi-pass","00","한국도로공사","1","개방식",84978,1423,1347,812,885,3598,93043
"2023-07-01","061 ","성남","1","출구","1","TCS","00","한국도로공사","1","개방식",5579,117,221,138,40,683,6778
"2023-07-01","061 ","성남","1","출구","2","hi-pass","00","한국도로공사","1","개방식",82201,1272,1240,798,1003,3408,89922
"2023-07-01","541 ","송탄","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",911,26,85,67,29,6,1124
"2023-07-01","541 ","송탄","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8004,260,204,263,312,420,9463
"2023-07-01","541 ","송탄","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",828,30,93,54,67,103,1175
"2023-07-01","541 ","송탄","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7730,268,221,300,328,418,9265
"2023-07-01","103 ","수원신갈","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2587,71,95,87,17,22,2879
"2023-07-01","103 ","수원신갈","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",35456,846,1492,469,317,1421,40001
"2023-07-01","103 ","수원신갈","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2434,63,95,90,24,269,2975
"2023-07-01","103 ","수원신갈","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",37164,830,1508,542,312,1395,41751
"2023-07-01","067 ","시흥","0","입구","1","TCS","00","한국도로공사","1","개방식",5797,100,218,196,46,723,7080
"2023-07-01","067 ","시흥","0","입구","2","hi-pass","00","한국도로공사","1","개방식",74336,983,963,669,861,3341,81153
"2023-07-01","067 ","시흥","1","출구","1","TCS","00","한국도로공사","1","개방식",4926,96,233,215,55,601,6126
"2023-07-01","067 ","시흥","1","출구","2","hi-pass","00","한국도로공사","1","개방식",65565,992,959,878,1002,2990,72386
"2023-07-01","729 ","신둔","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1151,111,23,0,0,73,1358
"2023-07-01","729 ","신둔","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",147,6,6,0,0,12,171
"2023-07-01","256 ","안산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1094,16,27,18,3,9,1167
"2023-07-01","256 ","안산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",13317,210,160,66,110,813,14676
"2023-07-01","256 ","안산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1380,26,41,23,11,171,1652
"2023-07-01","256 ","안산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",15158,233,184,80,85,927,16667
"2023-07-01","106 ","오산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1583,54,114,85,19,19,1874
"2023-07-01","106 ","오산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",17176,921,780,442,300,843,20462
"2023-07-01","106 ","오산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1874,56,142,91,20,227,2410
"2023-07-01","106 ","오산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",18476,838,856,521,247,906,21844
"2023-07-01","011 ","인천","0","입구","1","TCS","00","한국도로공사","1","개방식",6363,102,38,161,123,834,7621
"2023-07-01","011 ","인천","0","입구","2","hi-pass","00","한국도로공사","1","개방식",62020,963,495,480,1417,3468,68843
"2023-07-01","011 ","인천","1","출구","1","TCS","00","한국도로공사","1","개방식",6763,144,278,191,122,894,8392
"2023-07-01","011 ","인천","1","출구","2","hi-pass","00","한국도로공사","1","개방식",67329,1060,518,572,1455,3781,74715
"2023-07-01","064 ","청계","0","입구","1","TCS","00","한국도로공사","1","개방식",5573,137,131,94,50,646,6631
"2023-07-01","064 ","청계","0","입구","2","hi-pass","00","한국도로공사","1","개방식",71164,827,1117,477,729,3083,77397
"2023-07-01","064 ","청계","1","출구","1","TCS","00","한국도로공사","1","개방식",5461,109,195,89,34,607,6495
"2023-07-01","064 ","청계","1","출구","2","hi-pass","00","한국도로공사","1","개방식",72211,911,1341,462,792,3223,78940
"2023-07-01","540 ","청북","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",758,33,124,84,31,4,1034
"2023-07-01","540 ","청북","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6899,191,210,402,402,316,8420
"2023-07-01","540 ","청북","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",835,30,131,94,28,116,1234
"2023-07-01","540 ","청북","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8232,231,234,313,492,366,9868
"2023-07-01","063 ","토평","0","입구","1","TCS","00","한국도로공사","1","개방식",1211,27,58,21,5,132,1454
"2023-07-01","063 ","토평","0","입구","2","hi-pass","00","한국도로공사","1","개방식",14906,204,118,123,154,678,16183
"2023-07-01","063 ","토평","1","출구","1","TCS","00","한국도로공사","1","개방식",909,37,42,18,5,95,1106
"2023-07-01","063 ","토평","1","출구","2","hi-pass","00","한국도로공사","1","개방식",9944,153,113,154,158,452,10974
"2023-07-01","065 ","판교","0","입구","1","TCS","00","한국도로공사","1","개방식",2123,38,36,14,12,213,2436
"2023-07-01","065 ","판교","0","입구","2","hi-pass","00","한국도로공사","1","개방식",34069,281,1775,74,204,1209,37612
"2023-07-01","065 ","판교","1","출구","1","TCS","00","한국도로공사","1","개방식",2754,33,43,20,11,212,3073
"2023-07-01","065 ","판교","1","출구","2","hi-pass","00","한국도로공사","1","개방식",33727,279,1740,67,241,1077,37131
"2023-07-01","520 ","평택","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2029,33,114,76,29,12,2293
"2023-07-01","520 ","평택","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",20929,287,540,341,579,768,23444
"2023-07-01","520 ","평택","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1540,26,132,88,30,186,2002
"2023-07-01","520 ","평택","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",17361,266,594,380,631,613,19845
"2023-07-01","741 ","평택고덕","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1024,12,32,21,10,8,1107
"2023-07-01","741 ","평택고덕","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9739,106,297,87,269,543,11041
"2023-07-01","741 ","평택고덕","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",779,19,50,36,13,120,1017
"2023-07-01","741 ","평택고덕","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8859,100,289,95,298,471,10112
"2023-07-01","066 ","하남","0","입구","1","TCS","00","한국도로공사","1","개방식",1341,31,33,14,7,153,1579
"2023-07-01","066 ","하남","0","입구","2","hi-pass","00","한국도로공사","1","개방식",16619,208,104,89,123,694,17837
"2023-07-01","066 ","하남","1","출구","1","TCS","00","한국도로공사","1","개방식",1415,30,29,11,5,157,1647
"2023-07-01","066 ","하남","1","출구","2","hi-pass","00","한국도로공사","1","개방식",16785,184,112,90,95,652,17918
"2023-07-02","191 ","경기광주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",692,18,27,10,5,8,760
"2023-07-02","191 ","경기광주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8161,146,236,49,9,379,8980
"2023-07-02","191 ","경기광주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",824,19,31,8,1,91,974
"2023-07-02","191 ","경기광주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",10659,202,248,50,10,511,11680
"2023-07-02","192 ","곤지암","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",981,21,68,53,4,9,1136
"2023-07-02","192 ","곤지암","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",11578,297,229,239,86,413,12842
"2023-07-02","192 ","곤지암","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1052,25,53,44,4,115,1293
"2023-07-02","192 ","곤지암","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",13086,301,220,222,85,489,14403
"2023-07-02","062 ","구리남양주","0","입구","1","TCS","00","한국도로공사","1","개방식",6271,115,157,94,13,769,7419
"2023-07-02","062 ","구리남양주","0","입구","2","hi-pass","00","한국도로공사","1","개방식",79873,934,1126,640,441,3526,86540
"2023-07-02","062 ","구리남양주","1","출구","1","TCS","00","한국도로공사","1","개방식",5664,78,107,102,23,684,6658
"2023-07-02","062 ","구리남양주","1","출구","2","hi-pass","00","한국도로공사","1","개방식",77949,719,1012,563,313,3287,83843
"2023-07-02","254 ","군자","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",3441,45,101,86,29,21,3723
"2023-07-02","254 ","군자","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",38227,415,534,284,344,1808,41612
"2023-07-02","254 ","군자","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",3455,38,59,104,21,427,4104
"2023-07-02","254 ","군자","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",38416,321,533,253,307,1701,41531
"2023-07-02","215 ","군포","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",768,7,12,21,6,9,823
"2023-07-02","215 ","군포","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9931,100,112,35,29,468,10675
"2023-07-02","215 ","군포","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",840,11,11,4,3,107,976
"2023-07-02","215 ","군포","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",10645,88,123,24,31,528,11439
"2023-07-02","105 ","기흥","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",909,3,8,12,1,4,937
"2023-07-02","105 ","기흥","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",13307,68,201,111,31,517,14235
"2023-07-02","105 ","기흥","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",786,5,8,7,1,88,895
"2023-07-02","105 ","기흥","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",13017,72,206,50,24,489,13858
"2023-07-02","528 ","기흥동탄","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1012,2,11,8,5,18,1056
"2023-07-02","528 ","기흥동탄","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",14139,115,642,138,184,564,15782
"2023-07-02","528 ","기흥동탄","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1189,8,7,28,17,133,1382
"2023-07-02","528 ","기흥동탄","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",17940,110,610,143,156,658,19617
"2023-07-02","068 ","김포","0","입구","1","TCS","00","한국도로공사","1","개방식",6845,113,124,72,21,928,8103
"2023-07-02","068 ","김포","0","입구","2","hi-pass","00","한국도로공사","1","개방식",72969,650,643,363,411,3797,78833
"2023-07-02","068 ","김포","1","출구","1","TCS","00","한국도로공사","1","개방식",7437,115,104,69,41,944,8710
"2023-07-02","068 ","김포","1","출구","2","hi-pass","00","한국도로공사","1","개방식",74962,615,713,358,400,3820,80868
"2023-07-02","742 ","남사진위","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",354,3,41,57,6,3,464
"2023-07-02","742 ","남사진위","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6656,97,132,291,104,295,7575
"2023-07-02","742 ","남사진위","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",497,9,36,33,8,64,647
"2023-07-02","742 ","남사진위","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8212,122,148,252,113,289,9136
"2023-07-02","543 ","남안성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",843,11,53,51,7,6,971
"2023-07-02","543 ","남안성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9456,218,138,204,182,359,10557
"2023-07-02","543 ","남안성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",962,10,60,32,5,113,1182
"2023-07-02","543 ","남안성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9875,182,136,193,206,362,10954
"2023-07-02","053 ","남인천","0","입구","1","TCS","00","한국도로공사","1","개방식",2771,23,34,13,15,328,3184
"2023-07-02","053 ","남인천","0","입구","2","hi-pass","00","한국도로공사","1","개방식",29312,193,345,117,144,1481,31592
"2023-07-02","053 ","남인천","1","출구","1","TCS","00","한국도로공사","1","개방식",2506,24,13,22,12,338,2915
"2023-07-02","053 ","남인천","1","출구","2","hi-pass","00","한국도로공사","1","개방식",27174,193,368,74,157,1385,29351
"2023-07-02","069 ","대왕판교","0","입구","1","TCS","00","한국도로공사","1","개방식",79,1,0,1,0,9,90
"2023-07-02","069 ","대왕판교","0","입구","2","hi-pass","00","한국도로공사","1","개방식",1013,11,4,0,0,27,1055
"2023-07-02","069 ","대왕판교","1","출구","1","TCS","00","한국도로공사","1","개방식",153,1,0,0,0,11,165
"2023-07-02","069 ","대왕판교","1","출구","2","hi-pass","00","한국도로공사","1","개방식",2186,13,0,0,0,65,2264
"2023-07-02","214 ","동군포","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",17,0,5,1,0,0,23
"2023-07-02","214 ","동군포","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",258,58,31,23,13,20,403
"2023-07-02","214 ","동군포","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",227,4,8,10,3,23,275
"2023-07-02","214 ","동군포","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3241,105,55,81,42,139,3663
"2023-07-02","190 ","동서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",3739,150,321,163,14,38,4425
"2023-07-02","190 ","동서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",54290,807,1408,619,335,1975,59434
"2023-07-02","190 ","동서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",4943,76,91,149,25,435,5719
"2023-07-02","190 ","동서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",60895,621,1278,835,349,1893,65871
"2023-07-02","102 ","동수원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2051,20,39,7,1,17,2135
"2023-07-02","102 ","동수원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",30974,161,747,65,41,1367,33355
